          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  2
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Πνευμονολογικό          | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Πνευμονολογικό          | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Πνευμονολογικό          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Πνευμονολογικό          | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Πνευμονολογικό          | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Πνευμονολογικό          | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Πνευμονολογικό          | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Πνευμονολογικό          | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Πνευμονολογικό          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 Πνευμονολογικό          | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  2
 Πνευμονολογικό          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  2
 Πνευμονολογικό          | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Πνευμονολογικό          | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Πνευμονολογικό          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Πνευμονολογικό          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Πνευμονολογικό          | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Πνευμονολογικό          | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Πνευμονολογικό          | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Πνευμονολογικό          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Πνευμονολογικό          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 Πνευμονολογικό          | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Πνευμονολογικό          | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Πνευμονολογικό          | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Πνευμονολογικό          | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Πνευμονολογικό          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Πνευμονολογικό          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  3
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Πνευμονολογικό          | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Πνευμονολογικό          | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Πνευμονολογικό          | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Πνευμονολογικό          | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Πνευμονολογικό          | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Πνευμονολογικό          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Πνευμονολογικό          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Πνευμονολογικό          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 Πνευμονολογικό          | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  3
 Πνευμονολογικό          | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Πνευμονολογικό          | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Πνευμονολογικό          | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  2
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  2
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  2
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Χειρουργικό             | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ουρολόγος                   |                  3
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Χειρουργικό             | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  2
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  2
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  2
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  2
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Ουρολόγος                   |                  2
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Χειρουργικό             | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  2
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Ταμίας                      |                  1
